Entity,Code,Date,Total confirmed cases of COVID-19
Myanmar,MMR,2020-04-10,27
Myanmar,MMR,2020-04-11,38
Myanmar,MMR,2020-04-12,41
Myanmar,MMR,2020-04-13,62
Myanmar,MMR,2020-04-14,63
Myanmar,MMR,2020-04-15,74
Myanmar,MMR,2020-04-16,85
Myanmar,MMR,2020-04-17,88
Myanmar,MMR,2020-04-18,98
Myanmar,MMR,2020-04-19,111
Myanmar,MMR,2020-04-20,119
Myanmar,MMR,2020-04-21,121
Myanmar,MMR,2020-04-22,123
Myanmar,MMR,2020-04-23,139
Myanmar,MMR,2020-04-24,144
Myanmar,MMR,2020-04-25,146
Myanmar,MMR,2020-04-26,146
Myanmar,MMR,2020-04-27,146
Myanmar,MMR,2020-04-28,150
Myanmar,MMR,2020-04-29,150
Myanmar,MMR,2020-04-30,151
Myanmar,MMR,2020-05-01,151
Myanmar,MMR,2020-05-02,151
Myanmar,MMR,2020-05-03,155
Myanmar,MMR,2020-05-04,161
Myanmar,MMR,2020-05-05,161
Myanmar,MMR,2020-05-06,161
Myanmar,MMR,2020-05-07,176
Myanmar,MMR,2020-05-08,177
Myanmar,MMR,2020-05-09,178
Myanmar,MMR,2020-05-10,180
Myanmar,MMR,2020-05-11,180
Myanmar,MMR,2020-05-12,180
Myanmar,MMR,2020-05-13,181
Myanmar,MMR,2020-05-14,181
Myanmar,MMR,2020-05-15,182
Myanmar,MMR,2020-05-16,182
Myanmar,MMR,2020-05-17,184
Myanmar,MMR,2020-05-18,191
Myanmar,MMR,2020-05-19,193
Myanmar,MMR,2020-05-20,199
Myanmar,MMR,2020-05-21,199
Myanmar,MMR,2020-05-22,199
Myanmar,MMR,2020-05-23,201
Myanmar,MMR,2020-05-24,201
Myanmar,MMR,2020-05-25,203
Myanmar,MMR,2020-05-26,206
Myanmar,MMR,2020-05-27,206
Myanmar,MMR,2020-05-28,206
Myanmar,MMR,2020-05-29,207
Myanmar,MMR,2020-05-30,224
Myanmar,MMR,2020-05-31,224
Myanmar,MMR,2020-06-01,228
Myanmar,MMR,2020-06-02,232
Myanmar,MMR,2020-06-03,233
Myanmar,MMR,2020-06-04,236
Myanmar,MMR,2020-06-05,236
Myanmar,MMR,2020-06-06,240
Myanmar,MMR,2020-06-07,242
Myanmar,MMR,2020-06-08,244
Myanmar,MMR,2020-06-09,246
Myanmar,MMR,2020-06-10,248
Myanmar,MMR,2020-06-11,260
Myanmar,MMR,2020-06-12,261
Myanmar,MMR,2020-06-13,261
Myanmar,MMR,2020-06-14,261
Myanmar,MMR,2020-06-15,262
Myanmar,MMR,2020-06-16,262
Myanmar,MMR,2020-06-17,262
Myanmar,MMR,2020-06-18,286
Myanmar,MMR,2020-06-19,286
Myanmar,MMR,2020-06-20,287
Myanmar,MMR,2020-06-21,290
Myanmar,MMR,2020-06-22,291
Myanmar,MMR,2020-06-23,292
Myanmar,MMR,2020-06-24,293
Myanmar,MMR,2020-06-25,293
Myanmar,MMR,2020-06-26,293
Myanmar,MMR,2020-06-27,296
Myanmar,MMR,2020-06-28,299
Myanmar,MMR,2020-06-29,299
Myanmar,MMR,2020-06-30,299
Myanmar,MMR,2020-07-01,303
Myanmar,MMR,2020-07-02,304
Myanmar,MMR,2020-07-03,306
Myanmar,MMR,2020-07-04,313
Myanmar,MMR,2020-07-05,313
Myanmar,MMR,2020-07-06,316
Myanmar,MMR,2020-07-07,316
Myanmar,MMR,2020-07-08,317
Myanmar,MMR,2020-07-09,321
Myanmar,MMR,2020-07-10,326
Myanmar,MMR,2020-07-11,330
Myanmar,MMR,2020-07-12,331
Myanmar,MMR,2020-07-13,336
Myanmar,MMR,2020-07-14,337
Myanmar,MMR,2020-07-15,337
Myanmar,MMR,2020-07-16,339
Myanmar,MMR,2020-07-17,339
Myanmar,MMR,2020-07-18,340
Myanmar,MMR,2020-07-19,341
Myanmar,MMR,2020-07-20,341
Myanmar,MMR,2020-07-21,341
Myanmar,MMR,2020-07-22,343
Myanmar,MMR,2020-07-23,343
Myanmar,MMR,2020-07-24,346
Myanmar,MMR,2020-07-25,348
Myanmar,MMR,2020-07-26,350
Myanmar,MMR,2020-07-27,350
Myanmar,MMR,2020-07-28,351
Myanmar,MMR,2020-07-29,351
Myanmar,MMR,2020-07-30,353
Myanmar,MMR,2020-07-31,353
Myanmar,MMR,2020-08-01,353
Myanmar,MMR,2020-08-02,353
Myanmar,MMR,2020-08-03,355
Myanmar,MMR,2020-08-04,356
Myanmar,MMR,2020-08-05,357
Myanmar,MMR,2020-08-06,357
Myanmar,MMR,2020-08-07,359
Myanmar,MMR,2020-08-08,359
Myanmar,MMR,2020-08-09,360
Myanmar,MMR,2020-08-10,360
Myanmar,MMR,2020-08-11,360
Myanmar,MMR,2020-08-12,361
Myanmar,MMR,2020-08-13,369
Myanmar,MMR,2020-08-14,374
Myanmar,MMR,2020-08-15,374
Myanmar,MMR,2020-08-16,375
Myanmar,MMR,2020-08-17,376
Myanmar,MMR,2020-08-18,376
Myanmar,MMR,2020-08-19,394
Myanmar,MMR,2020-08-20,399
Myanmar,MMR,2020-08-21,435
Myanmar,MMR,2020-08-22,441
Myanmar,MMR,2020-08-23,450
Myanmar,MMR,2020-08-24,474
Myanmar,MMR,2020-08-25,504
Myanmar,MMR,2020-08-26,580
Myanmar,MMR,2020-08-27,602
Myanmar,MMR,2020-08-28,643
Myanmar,MMR,2020-08-29,749
Myanmar,MMR,2020-08-30,775
Myanmar,MMR,2020-08-31,882
Myanmar,MMR,2020-09-01,919
Myanmar,MMR,2020-09-02,995
Myanmar,MMR,2020-09-03,1111
Myanmar,MMR,2020-09-04,1171
Myanmar,MMR,2020-09-05,1319
Myanmar,MMR,2020-09-06,1419
Myanmar,MMR,2020-09-07,1518
Myanmar,MMR,2020-09-08,1807
Myanmar,MMR,2020-09-09,2009
Myanmar,MMR,2020-09-10,2150
Myanmar,MMR,2020-09-11,2422
Myanmar,MMR,2020-09-12,2796
Myanmar,MMR,2020-09-13,3015
Myanmar,MMR,2020-09-14,3195
Myanmar,MMR,2020-09-15,3636
Myanmar,MMR,2020-09-16,3894
Myanmar,MMR,2020-09-17,4299
Myanmar,MMR,2020-09-18,4621
Myanmar,MMR,2020-09-19,5263
Myanmar,MMR,2020-09-20,5805
Myanmar,MMR,2020-09-21,6471
Myanmar,MMR,2020-09-22,6959
Myanmar,MMR,2020-09-23,7827
Myanmar,MMR,2020-09-24,8515
Myanmar,MMR,2020-09-25,9112
Myanmar,MMR,2020-09-26,9991
Myanmar,MMR,2020-09-27,10734
Myanmar,MMR,2020-09-28,11631
Myanmar,MMR,2020-09-29,12425
Myanmar,MMR,2020-09-30,13373
Myanmar,MMR,2020-10-01,14383
Myanmar,MMR,2020-10-02,15525
Myanmar,MMR,2020-10-03,16503
Myanmar,MMR,2020-10-04,17794
Myanmar,MMR,2020-10-05,18781
Myanmar,MMR,2020-10-06,20033
Myanmar,MMR,2020-10-07,21433
Myanmar,MMR,2020-10-08,22445
Myanmar,MMR,2020-10-09,23906
Myanmar,MMR,2020-10-10,26064
Myanmar,MMR,2020-10-11,27974
Myanmar,MMR,2020-10-12,29314
Myanmar,MMR,2020-10-13,30437
Myanmar,MMR,2020-10-14,31325
Myanmar,MMR,2020-10-15,32351
Myanmar,MMR,2020-10-16,33488
Myanmar,MMR,2020-10-17,34875
Myanmar,MMR,2020-10-18,36025
Myanmar,MMR,2020-10-19,37205
Myanmar,MMR,2020-10-20,38502
Myanmar,MMR,2020-10-21,39696
Myanmar,MMR,2020-10-22,41008
Myanmar,MMR,2020-10-23,42365
Myanmar,MMR,2020-10-24,43788
Myanmar,MMR,2020-10-25,44774
Myanmar,MMR,2020-10-26,46200
Myanmar,MMR,2020-10-27,47666
Myanmar,MMR,2020-10-28,49072
Myanmar,MMR,2020-10-29,50403
Myanmar,MMR,2020-10-30,51496
Myanmar,MMR,2020-10-31,52706
Myanmar,MMR,2020-11-01,53405
Myanmar,MMR,2020-11-02,54607
Myanmar,MMR,2020-11-03,55804
Myanmar,MMR,2020-11-04,56940
Myanmar,MMR,2020-11-05,57935
Myanmar,MMR,2020-11-06,59277
Myanmar,MMR,2020-11-07,60348
Myanmar,MMR,2020-11-08,61377
Myanmar,MMR,2020-11-09,61975
Myanmar,MMR,2020-11-10,63241
Myanmar,MMR,2020-11-11,64453
Myanmar,MMR,2020-11-12,65598
Myanmar,MMR,2020-11-13,66734
Myanmar,MMR,2020-11-14,68011
Myanmar,MMR,2020-11-15,68994
Myanmar,MMR,2020-11-16,70161
Myanmar,MMR,2020-11-17,71730
Myanmar,MMR,2020-11-18,73322
Myanmar,MMR,2020-11-19,74882
Myanmar,MMR,2020-11-20,76414
Myanmar,MMR,2020-11-21,77848
Myanmar,MMR,2020-11-22,79246
Myanmar,MMR,2020-11-23,80505
Myanmar,MMR,2020-11-24,82236
Myanmar,MMR,2020-11-25,83566
Myanmar,MMR,2020-11-26,85205
Myanmar,MMR,2020-11-27,86633
Myanmar,MMR,2020-11-28,87977
Myanmar,MMR,2020-11-29,89486
Myanmar,MMR,2020-11-30,90713
Myanmar,MMR,2020-12-01,92189
Myanmar,MMR,2020-12-02,93600
Myanmar,MMR,2020-12-03,95018
Myanmar,MMR,2020-12-04,96520
Myanmar,MMR,2020-12-05,98047
Myanmar,MMR,2020-12-06,99155
Myanmar,MMR,2020-12-07,100431
Myanmar,MMR,2020-12-08,101739
Myanmar,MMR,2020-12-09,103166
Myanmar,MMR,2020-12-10,104487
Myanmar,MMR,2020-12-11,105863
Myanmar,MMR,2020-12-12,107215
Myanmar,MMR,2020-12-13,108342
Myanmar,MMR,2020-12-14,109512
Myanmar,MMR,2020-12-15,110667
Myanmar,MMR,2020-12-16,111900
Myanmar,MMR,2020-12-17,113082
Myanmar,MMR,2020-12-18,114198
Myanmar,MMR,2020-12-19,115187
Myanmar,MMR,2020-12-20,116134
Myanmar,MMR,2020-12-21,116982
Myanmar,MMR,2020-12-22,117946
Myanmar,MMR,2020-12-23,118869
Myanmar,MMR,2020-12-24,119788
Myanmar,MMR,2020-12-25,120546
Myanmar,MMR,2020-12-26,121280
Myanmar,MMR,2020-12-27,121886
Myanmar,MMR,2020-12-28,122534
Myanmar,MMR,2020-12-29,123153
Myanmar,MMR,2020-12-30,123740
Myanmar,MMR,2020-12-31,124630
Myanmar,MMR,2021-01-01,125042
Myanmar,MMR,2021-01-02,125616
Myanmar,MMR,2021-01-03,126345
Myanmar,MMR,2021-01-04,126935
Myanmar,MMR,2021-01-05,127584
Myanmar,MMR,2021-01-06,128178
Myanmar,MMR,2021-01-07,128772
Myanmar,MMR,2021-01-08,129483
Myanmar,MMR,2021-01-09,130049
Myanmar,MMR,2021-01-10,130604
Myanmar,MMR,2021-01-11,131186
Myanmar,MMR,2021-01-12,131737
Myanmar,MMR,2021-01-13,132260
Myanmar,MMR,2021-01-14,132865
Myanmar,MMR,2021-01-15,133378
Myanmar,MMR,2021-01-16,133869
Myanmar,MMR,2021-01-17,134318
Myanmar,MMR,2021-01-18,134795
Myanmar,MMR,2021-01-19,135243
Myanmar,MMR,2021-01-20,135721
Myanmar,MMR,2021-01-21,136166
Myanmar,MMR,2021-01-22,136591
Myanmar,MMR,2021-01-23,137098
Myanmar,MMR,2021-01-24,137574
Myanmar,MMR,2021-01-25,137957
Myanmar,MMR,2021-01-26,138368
Myanmar,MMR,2021-01-27,138802
Myanmar,MMR,2021-01-28,139152
Myanmar,MMR,2021-01-29,139515
Myanmar,MMR,2021-01-30,139864
Myanmar,MMR,2021-01-31,140145
Myanmar,MMR,2021-02-01,140354
Myanmar,MMR,2021-02-02,140354
Myanmar,MMR,2021-02-03,140927
Myanmar,MMR,2021-02-04,141104
Myanmar,MMR,2021-02-05,141304
Myanmar,MMR,2021-02-06,141304
Myanmar,MMR,2021-02-07,141304
Myanmar,MMR,2021-02-08,141427
Myanmar,MMR,2021-02-09,141448
Myanmar,MMR,2021-02-10,141487
Myanmar,MMR,2021-02-11,141522
Myanmar,MMR,2021-02-12,141543
Myanmar,MMR,2021-02-13,141585
Myanmar,MMR,2021-02-14,141601
Myanmar,MMR,2021-02-15,141637
Myanmar,MMR,2021-02-16,141659
Myanmar,MMR,2021-02-17,141690
Myanmar,MMR,2021-02-18,141709
Myanmar,MMR,2021-02-19,141728
Myanmar,MMR,2021-02-20,141735
Namibia,NAM,2020-03-14,2
Namibia,NAM,2020-03-15,2
Namibia,NAM,2020-03-16,2
Namibia,NAM,2020-03-17,2
Namibia,NAM,2020-03-18,2
Namibia,NAM,2020-03-19,3
Namibia,NAM,2020-03-20,3
Namibia,NAM,2020-03-21,3
Namibia,NAM,2020-03-22,3
Namibia,NAM,2020-03-23,4
Namibia,NAM,2020-03-24,7
Namibia,NAM,2020-03-25,7
Namibia,NAM,2020-03-26,8
Namibia,NAM,2020-03-27,8
Namibia,NAM,2020-03-28,8
Namibia,NAM,2020-03-29,11
Namibia,NAM,2020-03-30,11
Namibia,NAM,2020-03-31,11
Namibia,NAM,2020-04-01,14
Namibia,NAM,2020-04-02,14
Namibia,NAM,2020-04-03,14
Namibia,NAM,2020-04-04,14
Namibia,NAM,2020-04-05,16
Namibia,NAM,2020-04-06,16
Namibia,NAM,2020-04-07,16
Namibia,NAM,2020-04-08,16
Namibia,NAM,2020-04-09,16
Namibia,NAM,2020-04-10,16
Namibia,NAM,2020-04-11,16
Namibia,NAM,2020-04-12,16
Namibia,NAM,2020-04-13,16
Namibia,NAM,2020-04-14,16
Namibia,NAM,2020-04-15,16
Namibia,NAM,2020-04-16,16
Namibia,NAM,2020-04-17,16
Namibia,NAM,2020-04-18,16
Namibia,NAM,2020-04-19,16
Namibia,NAM,2020-04-20,16
Namibia,NAM,2020-04-21,16
Namibia,NAM,2020-04-22,16
Namibia,NAM,2020-04-23,16
Namibia,NAM,2020-04-24,16
Namibia,NAM,2020-04-25,16
Namibia,NAM,2020-04-26,16
Namibia,NAM,2020-04-27,16
Namibia,NAM,2020-04-28,16
Namibia,NAM,2020-04-29,16
Namibia,NAM,2020-04-30,16
Namibia,NAM,2020-05-01,16
Namibia,NAM,2020-05-02,16
Namibia,NAM,2020-05-03,16
Namibia,NAM,2020-05-04,16
Namibia,NAM,2020-05-05,16
Namibia,NAM,2020-05-06,16
Namibia,NAM,2020-05-07,16
Namibia,NAM,2020-05-08,16
Namibia,NAM,2020-05-09,16
Namibia,NAM,2020-05-10,16
Namibia,NAM,2020-05-11,16
Namibia,NAM,2020-05-12,16
Namibia,NAM,2020-05-13,16
Namibia,NAM,2020-05-14,16
Namibia,NAM,2020-05-15,16
Namibia,NAM,2020-05-16,16
Namibia,NAM,2020-05-17,16
Namibia,NAM,2020-05-18,16
Namibia,NAM,2020-05-19,16
Namibia,NAM,2020-05-20,16
Namibia,NAM,2020-05-21,18
Namibia,NAM,2020-05-22,19
Namibia,NAM,2020-05-23,20
Namibia,NAM,2020-05-24,21
Namibia,NAM,2020-05-25,21
Namibia,NAM,2020-05-26,21
Namibia,NAM,2020-05-27,22
Namibia,NAM,2020-05-28,22
Namibia,NAM,2020-05-29,23
Namibia,NAM,2020-05-30,23
Namibia,NAM,2020-05-31,24
Namibia,NAM,2020-06-01,25
Namibia,NAM,2020-06-02,25
Namibia,NAM,2020-06-03,25
Namibia,NAM,2020-06-04,25
Namibia,NAM,2020-06-05,25
Namibia,NAM,2020-06-06,29
Namibia,NAM,2020-06-07,29
Namibia,NAM,2020-06-08,31
Namibia,NAM,2020-06-09,31
Namibia,NAM,2020-06-10,31
Namibia,NAM,2020-06-11,31
Namibia,NAM,2020-06-12,31
Namibia,NAM,2020-06-13,32
Namibia,NAM,2020-06-14,32
Namibia,NAM,2020-06-15,32
Namibia,NAM,2020-06-16,34
Namibia,NAM,2020-06-17,36
Namibia,NAM,2020-06-18,39
Namibia,NAM,2020-06-19,45
Namibia,NAM,2020-06-20,46
Namibia,NAM,2020-06-21,55
Namibia,NAM,2020-06-22,63
Namibia,NAM,2020-06-23,72
Namibia,NAM,2020-06-24,76
Namibia,NAM,2020-06-25,102
Namibia,NAM,2020-06-26,121
Namibia,NAM,2020-06-27,136
Namibia,NAM,2020-06-28,183
Namibia,NAM,2020-06-29,196
Namibia,NAM,2020-06-30,205
Namibia,NAM,2020-07-01,285
Namibia,NAM,2020-07-02,293
Namibia,NAM,2020-07-03,350
Namibia,NAM,2020-07-04,375
Namibia,NAM,2020-07-05,412
Namibia,NAM,2020-07-06,485
Namibia,NAM,2020-07-07,539
Namibia,NAM,2020-07-08,593
Namibia,NAM,2020-07-09,615
Namibia,NAM,2020-07-10,668
Namibia,NAM,2020-07-11,668
Namibia,NAM,2020-07-12,785
Namibia,NAM,2020-07-13,861
Namibia,NAM,2020-07-14,864
Namibia,NAM,2020-07-15,960
Namibia,NAM,2020-07-16,1032
Namibia,NAM,2020-07-17,1078
Namibia,NAM,2020-07-18,1203
Namibia,NAM,2020-07-19,1247
Namibia,NAM,2020-07-20,1344
Namibia,NAM,2020-07-21,1366
Namibia,NAM,2020-07-22,1402
Namibia,NAM,2020-07-23,1522
Namibia,NAM,2020-07-24,1618
Namibia,NAM,2020-07-25,1687
Namibia,NAM,2020-07-26,1775
Namibia,NAM,2020-07-27,1843
Namibia,NAM,2020-07-28,1917
Namibia,NAM,2020-07-29,1986
Namibia,NAM,2020-07-30,2052
Namibia,NAM,2020-07-31,2129
Namibia,NAM,2020-08-01,2224
Namibia,NAM,2020-08-02,2294
Namibia,NAM,2020-08-03,2406
Namibia,NAM,2020-08-04,2470
Namibia,NAM,2020-08-05,2540
Namibia,NAM,2020-08-06,2652
Namibia,NAM,2020-08-07,2802
Namibia,NAM,2020-08-08,2802
Namibia,NAM,2020-08-09,2949
Namibia,NAM,2020-08-10,3101
Namibia,NAM,2020-08-11,3229
Namibia,NAM,2020-08-12,3406
Namibia,NAM,2020-08-13,3544
Namibia,NAM,2020-08-14,3726
Namibia,NAM,2020-08-15,3907
Namibia,NAM,2020-08-16,4154
Namibia,NAM,2020-08-17,4344
Namibia,NAM,2020-08-18,4464
Namibia,NAM,2020-08-19,4665
Namibia,NAM,2020-08-20,4912
Namibia,NAM,2020-08-21,5227
Namibia,NAM,2020-08-22,5538
Namibia,NAM,2020-08-23,5854
Namibia,NAM,2020-08-24,6030
Namibia,NAM,2020-08-25,6160
Namibia,NAM,2020-08-26,6431
Namibia,NAM,2020-08-27,6712
Namibia,NAM,2020-08-28,6906
Namibia,NAM,2020-08-29,7116
Namibia,NAM,2020-08-30,7365
Namibia,NAM,2020-08-31,7550
Namibia,NAM,2020-09-01,7692
Namibia,NAM,2020-09-02,7844
Namibia,NAM,2020-09-03,8082
Namibia,NAM,2020-09-04,8323
Namibia,NAM,2020-09-05,8514
Namibia,NAM,2020-09-06,8685
Namibia,NAM,2020-09-07,8810
Namibia,NAM,2020-09-08,8928
Namibia,NAM,2020-09-09,9108
Namibia,NAM,2020-09-10,9256
Namibia,NAM,2020-09-11,9437
Namibia,NAM,2020-09-12,9604
Namibia,NAM,2020-09-13,9719
Namibia,NAM,2020-09-14,9818
Namibia,NAM,2020-09-15,9901
Namibia,NAM,2020-09-16,9964
Namibia,NAM,2020-09-17,10078
Namibia,NAM,2020-09-18,10207
Namibia,NAM,2020-09-19,10292
Namibia,NAM,2020-09-20,10377
Namibia,NAM,2020-09-21,10526
Namibia,NAM,2020-09-22,10607
Namibia,NAM,2020-09-23,10663
Namibia,NAM,2020-09-24,10740
Namibia,NAM,2020-09-25,10835
Namibia,NAM,2020-09-26,10918
Namibia,NAM,2020-09-27,11033
Namibia,NAM,2020-09-28,11121
Namibia,NAM,2020-09-29,11140
Namibia,NAM,2020-09-30,11265
Namibia,NAM,2020-10-01,11373
Namibia,NAM,2020-10-02,11480
Namibia,NAM,2020-10-03,11572
Namibia,NAM,2020-10-04,11626
Namibia,NAM,2020-10-05,11654
Namibia,NAM,2020-10-06,11673
Namibia,NAM,2020-10-07,11714
Namibia,NAM,2020-10-08,11781
Namibia,NAM,2020-10-09,11829
Namibia,NAM,2020-10-10,11891
Namibia,NAM,2020-10-11,11936
Namibia,NAM,2020-10-12,11989
Namibia,NAM,2020-10-13,12000
Namibia,NAM,2020-10-14,12069
Namibia,NAM,2020-10-15,12103
Namibia,NAM,2020-10-16,12215
Namibia,NAM,2020-10-17,12263
Namibia,NAM,2020-10-18,12293
Namibia,NAM,2020-10-19,12326
Namibia,NAM,2020-10-20,12367
Namibia,NAM,2020-10-21,12406
Namibia,NAM,2020-10-22,12460
Namibia,NAM,2020-10-23,12501
Namibia,NAM,2020-10-24,12579
Namibia,NAM,2020-10-25,12660
Namibia,NAM,2020-10-26,12675
Namibia,NAM,2020-10-27,12729
Namibia,NAM,2020-10-28,12806
Namibia,NAM,2020-10-29,12858
Namibia,NAM,2020-10-30,12907
Namibia,NAM,2020-10-31,12935
Namibia,NAM,2020-11-01,12988
Namibia,NAM,2020-11-02,13012
Namibia,NAM,2020-11-03,13030
Namibia,NAM,2020-11-04,13046
Namibia,NAM,2020-11-05,13090
Namibia,NAM,2020-11-06,13143
Namibia,NAM,2020-11-07,13170
Namibia,NAM,2020-11-08,13211
Namibia,NAM,2020-11-09,13240
Namibia,NAM,2020-11-10,13253
Namibia,NAM,2020-11-11,13292
Namibia,NAM,2020-11-12,13345
Namibia,NAM,2020-11-13,13372
Namibia,NAM,2020-11-14,13449
Namibia,NAM,2020-11-15,13508
Namibia,NAM,2020-11-16,13555
Namibia,NAM,2020-11-17,13566
Namibia,NAM,2020-11-18,13610
Namibia,NAM,2020-11-19,13662
Namibia,NAM,2020-11-20,13712
Namibia,NAM,2020-11-21,13811
Namibia,NAM,2020-11-22,13865
Namibia,NAM,2020-11-23,13897
Namibia,NAM,2020-11-24,13938
Namibia,NAM,2020-11-25,14006
Namibia,NAM,2020-11-26,14155
Namibia,NAM,2020-11-27,14207
Namibia,NAM,2020-11-28,14285
Namibia,NAM,2020-11-29,14345
Namibia,NAM,2020-11-30,14380
Namibia,NAM,2020-12-01,14416
Namibia,NAM,2020-12-02,14477
Namibia,NAM,2020-12-03,14599
Namibia,NAM,2020-12-04,14804
Namibia,NAM,2020-12-05,14950
Namibia,NAM,2020-12-06,15078
Namibia,NAM,2020-12-07,15219
Namibia,NAM,2020-12-08,15298
Namibia,NAM,2020-12-09,15472
Namibia,NAM,2020-12-10,15773
Namibia,NAM,2020-12-11,16097
Namibia,NAM,2020-12-12,16269
Namibia,NAM,2020-12-13,16536
Namibia,NAM,2020-12-14,16726
Namibia,NAM,2020-12-15,16913
Namibia,NAM,2020-12-16,17276
Namibia,NAM,2020-12-17,17607
Namibia,NAM,2020-12-18,18041
Namibia,NAM,2020-12-19,18437
Namibia,NAM,2020-12-20,18714
Namibia,NAM,2020-12-21,19299
Namibia,NAM,2020-12-22,19629
Namibia,NAM,2020-12-23,19984
Namibia,NAM,2020-12-24,20579
Namibia,NAM,2020-12-25,21262
Namibia,NAM,2020-12-26,21398
Namibia,NAM,2020-12-27,21923
Namibia,NAM,2020-12-28,22287
Namibia,NAM,2020-12-29,22851
Namibia,NAM,2020-12-30,23333
Namibia,NAM,2020-12-31,23941
Namibia,NAM,2021-01-01,24545
Namibia,NAM,2021-01-02,24654
Namibia,NAM,2021-01-03,25116
Namibia,NAM,2021-01-04,25386
Namibia,NAM,2021-01-05,25887
Namibia,NAM,2021-01-06,26319
Namibia,NAM,2021-01-07,26682
Namibia,NAM,2021-01-08,27255
Namibia,NAM,2021-01-09,27723
Namibia,NAM,2021-01-10,28259
Namibia,NAM,2021-01-11,28602
Namibia,NAM,2021-01-12,28871
Namibia,NAM,2021-01-13,29183
Namibia,NAM,2021-01-14,29570
Namibia,NAM,2021-01-15,29889
Namibia,NAM,2021-01-16,30198
Namibia,NAM,2021-01-17,30363
Namibia,NAM,2021-01-18,30753
Namibia,NAM,2021-01-19,30995
Namibia,NAM,2021-01-20,31253
Namibia,NAM,2021-01-21,31515
Namibia,NAM,2021-01-22,31848
Namibia,NAM,2021-01-23,32213
Namibia,NAM,2021-01-24,32425
Namibia,NAM,2021-01-25,32650
Namibia,NAM,2021-01-26,32957
Namibia,NAM,2021-01-27,33265
Namibia,NAM,2021-01-28,33459
Namibia,NAM,2021-01-29,33696
Namibia,NAM,2021-01-30,33832
Namibia,NAM,2021-01-31,33944
Namibia,NAM,2021-02-01,34168
Namibia,NAM,2021-02-02,34270
Namibia,NAM,2021-02-03,34372
Namibia,NAM,2021-02-04,34519
Namibia,NAM,2021-02-05,34615
Namibia,NAM,2021-02-06,34844
Namibia,NAM,2021-02-07,34973
Namibia,NAM,2021-02-08,35070
Namibia,NAM,2021-02-09,35201
Namibia,NAM,2021-02-10,35242
Namibia,NAM,2021-02-11,35353
Namibia,NAM,2021-02-12,35554
Namibia,NAM,2021-02-13,35797
Namibia,NAM,2021-02-14,35952
Namibia,NAM,2021-02-15,36225
Namibia,NAM,2021-02-16,36366
Namibia,NAM,2021-02-17,36440
Namibia,NAM,2021-02-18,36680
Namibia,NAM,2021-02-19,36993
Namibia,NAM,2021-02-20,37295
Nepal,NPL,2020-01-25,1
Nepal,NPL,2020-01-26,1
Nepal,NPL,2020-01-27,1
Nepal,NPL,2020-01-28,1
Nepal,NPL,2020-01-29,1
Nepal,NPL,2020-01-30,1
Nepal,NPL,2020-01-31,1
Nepal,NPL,2020-02-01,1
Nepal,NPL,2020-02-02,1
Nepal,NPL,2020-02-03,1
Nepal,NPL,2020-02-04,1
Nepal,NPL,2020-02-05,1
Nepal,NPL,2020-02-06,1
Nepal,NPL,2020-02-07,1
Nepal,NPL,2020-02-08,1
Nepal,NPL,2020-02-09,1
Nepal,NPL,2020-02-10,1
Nepal,NPL,2020-02-11,1
Nepal,NPL,2020-02-12,1
Nepal,NPL,2020-02-13,1
Nepal,NPL,2020-02-14,1
Nepal,NPL,2020-02-15,1
Nepal,NPL,2020-02-16,1
Nepal,NPL,2020-02-17,1
Nepal,NPL,2020-02-18,1
Nepal,NPL,2020-02-19,1
Nepal,NPL,2020-02-20,1
Nepal,NPL,2020-02-21,1
Nepal,NPL,2020-02-22,1
Nepal,NPL,2020-02-23,1
Nepal,NPL,2020-02-24,1
Nepal,NPL,2020-02-25,1
Nepal,NPL,2020-02-26,1
Nepal,NPL,2020-02-27,1
Nepal,NPL,2020-02-28,1
Nepal,NPL,2020-02-29,1
Nepal,NPL,2020-03-01,1
Nepal,NPL,2020-03-02,1
Nepal,NPL,2020-03-03,1
Nepal,NPL,2020-03-04,1
Nepal,NPL,2020-03-05,1
Nepal,NPL,2020-03-06,1
Nepal,NPL,2020-03-07,1
Nepal,NPL,2020-03-08,1
Nepal,NPL,2020-03-09,1
Nepal,NPL,2020-03-10,1
Nepal,NPL,2020-03-11,1
Nepal,NPL,2020-03-12,1
Nepal,NPL,2020-03-13,1
Nepal,NPL,2020-03-14,1
Nepal,NPL,2020-03-15,1
Nepal,NPL,2020-03-16,1
Nepal,NPL,2020-03-17,1
Nepal,NPL,2020-03-18,1
Nepal,NPL,2020-03-19,1
Nepal,NPL,2020-03-20,1
Nepal,NPL,2020-03-21,1
Nepal,NPL,2020-03-22,1
Nepal,NPL,2020-03-23,2
Nepal,NPL,2020-03-24,2
Nepal,NPL,2020-03-25,3
Nepal,NPL,2020-03-26,3
Nepal,NPL,2020-03-27,4
Nepal,NPL,2020-03-28,5
Nepal,NPL,2020-03-29,5
Nepal,NPL,2020-03-30,5
Nepal,NPL,2020-03-31,5
Nepal,NPL,2020-04-01,5
Nepal,NPL,2020-04-02,6
Nepal,NPL,2020-04-03,6
Nepal,NPL,2020-04-04,9
Nepal,NPL,2020-04-05,9
Nepal,NPL,2020-04-06,9
Nepal,NPL,2020-04-07,9
Nepal,NPL,2020-04-08,9
Nepal,NPL,2020-04-09,9
